code	name	type	imageUrl
WXDi-D08-011P[EN]	Go to the Top!	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-D08-011P[EN].jpg
WXDi-D08-012[EN]	Burning Curiosity	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-D08-012[EN].jpg
WXDi-D08-012P[EN]	Burning Curiosity	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-D08-012P[EN].jpg
WXDi-EXD01-011[EN]	Miasma Labyrinth	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-EXD01-011[EN].jpg
WXDi-EXD01-012[EN]	Never Surrender	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-EXD01-012[EN].jpg
WXDi-P00-001[EN]	Super Helesta Saber	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P00-001[EN].jpg
WXDi-P00-002[EN]	Counter Alchemy	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P00-002[EN].jpg
WXDi-P00-003[EN]	Ancient Echo	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P00-003[EN].jpg
WXDi-P00-004[EN]	Future Code	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P00-004[EN].jpg
WXDi-P00-005[EN]	Chime of the Blessed Key	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P00-005[EN].jpg
WXDi-P00-006[EN]	Assault Cerberus	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P00-006[EN].jpg
WXDi-P01-001[EN]	Go to the Top!	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P01-001[EN].jpg
WXDi-P01-002[EN]	Silent Assassin	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P01-002[EN].jpg
WXDi-P01-003[EN]	Great! Re - ver - sal!	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P01-003[EN].jpg
WXDi-P01-004[EN]	Code: L/O	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P01-004[EN].jpg
WXDi-P01-005[EN]	Nightmare■Step	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P01-005[EN].jpg
WXDi-P01-006[EN]	Never Surrender	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P01-006[EN].jpg
WXDi-P01-007[EN]	●Tap Down Tap●	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P01-007[EN].jpg
WXDi-P01-008[EN]	Kyururi ☆ Kyururira	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P01-008[EN].jpg
WXDi-P02-001[EN]	Illusions and Lightning	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P02-001[EN].jpg
WXDi-P02-002[EN]	ITTEN - TOPPA	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P02-002[EN].jpg
WXDi-P02-003[EN]	Azure Black GAIA	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P02-003[EN].jpg
WXDi-P02-004[EN]	Heaven's Door	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P02-004[EN].jpg
WXDi-P02-005[EN]	Zeno Cluster	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P02-005[EN].jpg
WXDi-P02-006[EN]	End of the Turn	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P02-006[EN].jpg
WXDi-P03-001[EN]	SONG OF WIXOSS	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P03-001[EN].jpg
WXDi-P03-002[EN]	G - G - G	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P03-002[EN].jpg
WXDi-P03-003[EN]	Apex Warriors	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P03-003[EN].jpg
WXDi-P03-004[EN]	LIFE LOOP RESPECTS	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P03-004[EN].jpg
WXDi-P03-005[EN]	RHAPSODY PARTY	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P03-005[EN].jpg
WXDi-P03-006[EN]	Burning Curiosity	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P03-006[EN].jpg
WXDi-P04-001[EN]	White Heaven	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P04-001[EN].jpg
WXDi-P04-002[EN]	World Reverse	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P04-002[EN].jpg
WXDi-P04-003[EN]	Summer Live Blues	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P04-003[EN].jpg
WXDi-P04-004[EN]	DEATH DECK	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P04-004[EN].jpg
WXDi-P04-005[EN]	Innocent Battle	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P04-005[EN].jpg
WXDi-P04-006[EN]	DEVIL'S CARNIVAL	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P04-006[EN].jpg
WXDi-P05-001[EN]	RED ZONE	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P05-001[EN].jpg
WXDi-P05-002[EN]	DANCE IN THE LANCE	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P05-002[EN].jpg
WXDi-P05-003[EN]	Machina Guardian Dragon	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P05-003[EN].jpg
WXDi-P05-004[EN]	Paradise Universe	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P05-004[EN].jpg
WXDi-P05-005[EN]	Don't STOP!	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P05-005[EN].jpg
WXDi-P05-006[EN]	Eternal♡Immortal Kyurukyurun☆	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P05-006[EN].jpg
WXDi-P05-006D[EN]	Eternal♡Immortal Kyurukyurun☆	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P05-006D[EN].jpg
WXDi-P056[EN]	Zeno Cluster	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P056[EN].jpg
WXDi-P06-001[EN]	Entwined Supremacy	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P06-001[EN].jpg
WXDi-P06-001P[EN]	Entwined Supremacy	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P06-001P[EN].jpg
WXDi-P06-002[EN]	Peeping Future	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P06-002[EN].jpg
WXDi-P06-002P[EN]	Peeping Future	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P06-002P[EN].jpg
WXDi-P06-003[EN]	Miasma Labyrinth	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P06-003[EN].jpg
WXDi-P06-003P[EN]	Miasma Labyrinth	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P06-003P[EN].jpg
WXDi-P06-004[EN]	Innocent One - Piece	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P06-004[EN].jpg
WXDi-P06-004P[EN]	Innocent One - Piece	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P06-004P[EN].jpg
WXDi-P06-005[EN]	Green Bigs	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P06-005[EN].jpg
WXDi-P06-005P[EN]	Green Bigs	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P06-005P[EN].jpg
WXDi-P06-006[EN]	Garden of Singularity	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P06-006[EN].jpg
WXDi-P06-006P[EN]	Garden of Singularity	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P06-006P[EN].jpg
WXDi-P07-001[EN]	Sparkling☆Memories	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P07-001[EN].jpg
WXDi-P07-001P[EN]	Sparkling☆Memories	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P07-001P[EN].jpg
WXDi-P07-002[EN]	ENERGY DOOR	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P07-002[EN].jpg
WXDi-P07-002P[EN]	ENERGY DOOR	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P07-002P[EN].jpg
WXDi-P07-003[EN]	True Honesty	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P07-003[EN].jpg
WXDi-P07-003P[EN]	True Honesty	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P07-003P[EN].jpg
WXDi-P07-004[EN]	Can't Stop Pretty!	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P07-004[EN].jpg
WXDi-P07-004P[EN]	Can't Stop Pretty!	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P07-004P[EN].jpg
WXDi-P07-005[EN]	Instantaneous Explosion	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P07-005[EN].jpg
WXDi-P07-005P[EN]	Instantaneous Explosion	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P07-005P[EN].jpg
WXDi-P07-006[EN]	Take Off! WIXOSS Robo!	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P07-006[EN].jpg
WXDi-P07-006P[EN]	Take Off! WIXOSS Robo!	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P07-006P[EN].jpg
WXDi-P072[EN]	Glory Grow	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P072[EN].jpg
WXDi-P073[EN]	Endless Punchline	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P073[EN].jpg
WXDi-P074[EN]	Salvage the Future	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P074[EN].jpg
WXDi-P078[EN]	TRIGGER OF VICTORY	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P078[EN].jpg
WXDi-P079[EN]	Chime of the Blessed Key	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P079[EN].jpg
WXDi-P08-001[EN]	Aggressive Night	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P08-001[EN].jpg
WXDi-P08-001P[EN]	Aggressive Night	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P08-001P[EN].jpg
WXDi-P08-002[EN]	Colorful Wish	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P08-002[EN].jpg
WXDi-P08-002P[EN]	Colorful Wish	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P08-002P[EN].jpg
WXDi-P08-003[EN]	Ultra Super Heroes	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P08-003[EN].jpg
WXDi-P08-003P[EN]	Ultra Super Heroes	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P08-003P[EN].jpg
WXDi-P08-004[EN]	Colorful Ensemble	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P08-004[EN].jpg
WXDi-P08-004P[EN]	Colorful Ensemble	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P08-004P[EN].jpg
WXDi-P08-005[EN]	Death Beam Diva	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P08-005[EN].jpg
WXDi-P08-005P[EN]	Death Beam Diva	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P08-005P[EN].jpg
WXDi-P08-006[EN]	Reset Memoria	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P08-006[EN].jpg
WXDi-P08-006P[EN]	Reset Memoria	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P08-006P[EN].jpg
WXDi-P09-001[EN]	Bravery Heroines	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P09-001[EN].jpg
WXDi-P09-001P[EN]	Bravery Heroines	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P09-001P[EN].jpg
WXDi-P09-002[EN]	Space Mother	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P09-002[EN].jpg
WXDi-P09-002P[EN]	Space Mother	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P09-002P[EN].jpg
WXDi-P09-003[EN]	Twinkling Eyes of Doom	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P09-003[EN].jpg
WXDi-P09-003P[EN]	Twinkling Eyes of Doom	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P09-003P[EN].jpg
WXDi-P09-004[EN]	Countdown Heels	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P09-004[EN].jpg
WXDi-P09-004P[EN]	Countdown Heels	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P09-004P[EN].jpg
WXDi-P10-001[EN]	March of the Toy Soldiers	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P10-001[EN].jpg
WXDi-P10-001P[EN]	March of the Toy Soldiers	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P10-001P[EN].jpg
WXDi-P10-002[EN]	Afternoon Tea Show	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P10-002[EN].jpg
WXDi-P10-002P[EN]	Afternoon Tea Show	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P10-002P[EN].jpg
WXDi-P10-003[EN]	Like Friends	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P10-003[EN].jpg
WXDi-P10-003P[EN]	Like Friends	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P10-003P[EN].jpg
WXDi-P10-004[EN]	Let's Begin Our Idol Life!	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P10-004[EN].jpg
WXDi-P10-004P[EN]	Let's Begin Our Idol Life!	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P10-004P[EN].jpg
WXDi-P110[EN]	TRIGGER OF VICTORY	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P110[EN].jpg
WXDi-P252[EN]	Garden of Singularity	PIECE	https://raw.githubusercontent.com/ShonTitor/WixossImportTool/main/pieces/WXDi-P252[EN].jpg
